metric,n,mean,median,q25,q75,iqr,std,ci95_low,ci95_high,label,model,weight_path,eval_seed
ssim_missing,19,0.8667814480630975,0.8671475648880005,0.8492324948310852,0.8848278820514679,0.03559538722038269,0.019167916075428223,0.8575428082437386,0.8760200878824564,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1338
mae_all,19,0.0034563261494775744,0.003071683691814542,0.001482229446992278,0.005372582469135523,0.0038903530221432447,0.0021404435218802336,0.0024246653954073296,0.004487986903547819,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
mae_known,19,1.0213101461034163e-09,1.1775996844320957e-09,6.851455236489556e-10,1.2760227319219553e-09,5.908772082729996e-10,4.430940291186032e-10,8.077456602706063e-10,1.2348746319362264e-09,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
mae_missing,19,0.004732262324786892,0.0041813114657998085,0.0019853916601277888,0.007219427032396197,0.0052340353722684085,0.00291762736669604,0.0033260109481668076,0.006138513701406976,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
psnr_all,19,32.398299970124896,31.95318031311035,29.399343490600586,35.43690490722656,6.037561416625977,3.920702763938947,30.508581727815265,34.28801821243452,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
psnr_known,19,119.999805651213,119.99978637695312,119.99974822998047,119.99987411499023,0.000125885009765625,9.526967174482463e-05,119.99975973270107,119.99985156972492,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
psnr_missing,19,31.040224978798314,30.613821029663086,28.116644859313965,34.17841720581055,6.061772346496582,3.9411257334008374,29.140663180300432,32.93978677729619,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
rmse_all,19,0.026264598053929052,0.02525462955236435,0.01691465452313423,0.03389868140220642,0.01698402687907219,0.011003568940420243,0.020961047591375404,0.0315681485164827,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
rmse_known,19,1.0000228604966604e-06,1.0000248948927037e-06,1.0000152883549163e-06,1.0000294423662126e-06,1.4154011296341196e-11,1.092793400139929e-11,1.0000175934010715e-06,1.0000281275922493e-06,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
rmse_missing,19,0.03073136390824067,0.029465176165103912,0.019551957026124,0.03928999975323677,0.01973804272711277,0.012882038096225434,0.024522420294237117,0.036940307522244226,thesis_ablation_best_unet_usprobe_finetuned,baseline,runs\ultrasound_realism_compare\thesis_ablation_best_unet128_usprobe_20260531_114414\finetune\best_model.pt,1339
