case_id,path,slice_count,repeat_index,geometry_seed,known_fraction,mae_all,rmse_all,psnr_all,ssim_all,mae_known,rmse_known,psnr_known,ssim_known,mae_missing,rmse_missing,psnr_missing,ssim_missing
liver_124,liver_124.nii.gz,16,0,522661646,0.24555397033691406,0.0013276932295411825,0.01536137517541647,36.27139663696289,0.895756185054779,5.445068701481759e-11,1.0000007932831068e-06,119.99999237060547,0.9051380157470703,0.001759825274348259,0.01768544502556324,35.04767990112305,0.8927026987075806
liver_124,liver_124.nii.gz,16,1,3544093366,0.23494815826416016,0.0008740878547541797,0.010594691149890423,39.498233795166016,0.9000188112258911,8.14752848521394e-11,1.00000113434362e-06,119.99999237060547,0.9067513942718506,0.001142521039582789,0.0121127525344491,38.33514404296875,0.8979514241218567
liver_124,liver_124.nii.gz,16,2,1969056847,0.24940061569213867,0.001049215905368328,0.012607375159859657,37.98750686645508,0.8986454010009766,4.7863449315066475e-11,1.000000679596269e-06,119.99999237060547,0.9041944146156311,0.0013978374190628529,0.014551929198205471,36.7415885925293,0.896801769733429
liver_124,liver_124.nii.gz,16,3,601988699,0.23951339721679688,0.0012828574981540442,0.014816969633102417,36.58481216430664,0.8960899114608765,4.715078327777178e-11,1.000000679596269e-06,119.99999237060547,0.9052264094352722,0.0016868903767317533,0.016990792006254196,35.395729064941406,0.893212616443634
liver_124,liver_124.nii.gz,16,4,748156674,0.24945068359375,0.0014372835867106915,0.016771715134382248,35.508453369140625,0.8947907090187073,5.4899255280682624e-11,1.0000007932831068e-06,119.99999237060547,0.9043377637863159,0.0019149755826219916,0.019359219819307327,34.26224136352539,0.891618013381958
liver_124,liver_124.nii.gz,16,5,1410290784,0.2548823356628418,0.0015337786171585321,0.016899196431040764,35.44268035888672,0.893397867679596,4.688327503998835e-11,1.000000679596269e-06,119.99999237060547,0.9043340086936951,0.0020584380254149437,0.01957733742892742,34.1649284362793,0.8896570801734924
liver_124,liver_124.nii.gz,16,6,2170131172,0.24667596817016602,0.00099497614428401,0.011851092800498009,38.52483367919922,0.8987807631492615,5.436977257300413e-11,1.0000007932831068e-06,119.99999237060547,0.9053540825843811,0.0013207810698077083,0.013654238544404507,37.29465103149414,0.8966286182403564
liver_124,liver_124.nii.gz,16,7,3272762434,0.25908851623535156,0.0013457783497869968,0.015710247680544853,36.07633972167969,0.8958501815795898,4.695431543577655e-11,1.000000679596269e-06,119.99999237060547,0.9038094282150269,0.0018163820495828986,0.018251555040478706,34.77400207519531,0.8930671215057373
liver_124,liver_124.nii.gz,32,0,1032639160,0.42200613021850586,0.0004181000986136496,0.006797309499233961,43.35325622558594,0.9041823148727417,1.240062497132044e-10,1.0000020438383217e-06,119.99998474121094,0.9088484644889832,0.0007233641226775944,0.00894078053534031,40.97248840332031,0.9007757902145386
liver_124,liver_124.nii.gz,32,1,383020494,0.42768001556396484,0.0004270021163392812,0.006877608131617308,43.251251220703125,0.9040834903717041,1.1881053085804893e-10,1.000001930151484e-06,119.99998474121094,0.9088535308837891,0.000746089790482074,0.009091132320463657,40.827640533447266,0.9005194306373596
liver_124,liver_124.nii.gz,32,2,213430323,0.4257669448852539,0.00040335740777663887,0.006562786642462015,43.658233642578125,0.9043036699295044,1.416192163539165e-10,1.0000022712119971e-06,119.99998474121094,0.9093387722969055,0.0007024279329925776,0.008660524152219296,41.24911880493164,0.9005706906318665
liver_124,liver_124.nii.gz,32,3,1043305244,0.42357730865478516,0.00044975162018090487,0.007393823470920324,42.62261962890625,0.9038420915603638,1.2986112185586762e-10,1.0000020438383217e-06,119.99998474121094,0.9087434411048889,0.0007802462205290794,0.009738645516335964,40.23003005981445,0.9002406001091003
liver_124,liver_124.nii.gz,32,4,1415992967,0.41582536697387695,0.0004416275769472122,0.006941872648894787,43.170467376708984,0.9041524529457092,1.1972819957684067e-10,1.000001930151484e-06,119.99998474121094,0.9089495539665222,0.000755985442083329,0.009082498028874397,40.83589553833008,0.9007380604743958
liver_124,liver_124.nii.gz,32,5,911017382,0.4232783317565918,0.00043259692029096186,0.006765994243323803,43.393367767333984,0.9040076732635498,1.2589480846703083e-10,1.0000020438383217e-06,119.99998474121094,0.9092198610305786,0.0007500963984057307,0.008909400552511215,41.00303268432617,0.9001827836036682
liver_124,liver_124.nii.gz,32,6,487094641,0.4195098876953125,0.00046771042980253696,0.007587919943034649,42.397544860839844,0.9037609100341797,1.4123381630870568e-10,1.0000022712119971e-06,119.99998474121094,0.9088696241378784,0.000805716379545629,0.009959219954907894,40.03549575805664,0.9000694155693054
liver_124,liver_124.nii.gz,32,7,1401313635,0.41310548782348633,0.0006567140808328986,0.009598338976502419,40.3560791015625,0.9020896553993225,1.1876201411187282e-10,1.000001930151484e-06,119.99998474121094,0.9075160026550293,0.0011189643992111087,0.012528989464044571,38.04167938232422,0.8982704877853394
liver_124,liver_124.nii.gz,64,0,3547726341,0.6574645042419434,0.00011245019413763657,0.0031357789412140846,50.073089599609375,0.9064838886260986,2.788420327970442e-10,1.0000051133829402e-06,119.99995422363281,0.9091690182685852,0.00032828719122335315,0.00535787595435977,45.42014694213867,0.9013303518295288
liver_124,liver_124.nii.gz,64,1,35539575,0.6542978286743164,0.00018103778711520135,0.004319015424698591,47.29230499267578,0.9060429334640503,2.4446769608665875e-10,1.0000045449487516e-06,119.99996185302734,0.9084994792938232,0.0005236808792687953,0.007345708552747965,42.679325103759766,0.9013941287994385
liver_124,liver_124.nii.gz,64,2,2100042948,0.6550750732421875,6.713309994665906e-05,0.0023780411574989557,52.475616455078125,0.9067885875701904,3.0119509664139343e-10,1.000005568130291e-06,119.99995422363281,0.9097617864608765,0.00019463048374745995,0.004049086477607489,47.85285949707031,0.9011425971984863
liver_124,liver_124.nii.gz,64,3,752500826,0.6592788696289062,0.00014150352217257023,0.003343914169818163,49.51490020751953,0.9063435196876526,2.588860514851632e-10,1.0000048860092647e-06,119.99996185302734,0.9087015986442566,0.00041530546150170267,0.005728693213313818,44.83888626098633,0.9017816185951233
liver_124,liver_124.nii.gz,64,4,1584259699,0.6482968330383301,0.00011604523751884699,0.003172144293785095,49.972938537597656,0.9064960479736328,2.485998074064355e-10,1.0000046586355893e-06,119.99996185302734,0.9091830849647522,0.0003299517557024956,0.005348903592675924,45.4347038269043,0.9015432596206665
liver_124,liver_124.nii.gz,64,5,1606604259,0.653233528137207,0.00015678511408623308,0.003689768258482218,48.66001510620117,0.9062089323997498,2.492009099075432e-10,1.0000046586355893e-06,119.99996185302734,0.9086407423019409,0.0004521341761574149,0.006265857256948948,44.060386657714844,0.9016283750534058
liver_124,liver_124.nii.gz,64,6,3990433471,0.6707668304443359,0.00014720854233019054,0.0036851749755442142,48.67083740234375,0.9062983393669128,2.5729454677936303e-10,1.000004772322427e-06,119.99996185302734,0.9086359143257141,0.0004471249703783542,0.006422532722353935,43.84587097167969,0.9015365839004517
liver_124,liver_124.nii.gz,64,7,2257550741,0.6578803062438965,0.00011938651732634753,0.0032286823261529207,49.81949234008789,0.9064901471138,2.618601446791047e-10,1.0000048860092647e-06,119.99996185302734,0.9090777039527893,0.00034896074794232845,0.005519964266568422,45.161277770996094,0.9015149474143982
liver_124,liver_124.nii.gz,128,0,2720805550,0.8688173294067383,3.771782940020785e-05,0.0018807401647791266,54.513427734375,0.9069722890853882,3.2411573425150664e-10,1.000005568130291e-06,119.99995422363281,0.9078212976455688,0.0002875193313229829,0.0051926677115261555,45.69219207763672,0.901350736618042
liver_124,liver_124.nii.gz,128,1,2533788293,0.8697323799133301,4.142214675084688e-05,0.0019937383476644754,54.00663757324219,0.9069151282310486,3.295325123886528e-10,1.0000056818171288e-06,119.99995422363281,0.907804012298584,0.0003179750929120928,0.005523952189832926,45.154998779296875,0.9009814262390137
